Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score;Visibility (domain or restricted);Published;Publishing properties
geografische-oorsprong-van-de-bezoeken-aan-de-website-van-de-stad-2013;False;Geografische oorsprong van de bezoeken aan de website van de Stad (2013);<p>Landen en grondgebieden van de bezoekers van de website van de Stad Brussel (2013) bepaald door de geografische zone van hun IP-adres. Bron: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);nl;;2014-10-23T12:48:06+02:00;2018-01-08T00:16:55+01:00;2023-01-31T19:12:22.752000+01:00;Stad Brussel/Cel Web;;;215;3648;0;7597;156;0;0;3.5;domain;True;manual
geographical-origin-of-the-visits-to-the-website-of-the-city-of-brussels-2009;False;Geographical origin of the visits to the website of the City of Brussels (2009);<p>Countries and territories of the visitors of the website of the City of Brussels (2009), determined by the geographical area of their IP address. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);en;;2014-10-23T12:48:06+02:00;;2023-01-31T19:12:23.477000+01:00;City of Brussels/Web Unit;;;0;0;0;4;0;0;0;0.1;domain;False;manual
origine-geographique-des-visites-du-site-web-de-la-ville-2013;False;Origine géographique (pays) des visites du site web de la Ville (2013);<p>Pays et territoires des visiteurs du  site web de la Ville de Bruxelles (2013) déterminés par la zone géographique associée à leur adresse IP. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);fr;;2014-10-23T12:48:06+02:00;2018-01-07T23:54:03+01:00;2023-01-31T19:12:22.609000+01:00;Ville de Bruxelles/Cellule Web;;;227;3926;0;7967;156;0;0;3.5;domain;True;manual
origine-geographique-des-visites-du-site-web-de-la-ville-2010;False;Origine géographique des visites du site web de la Ville (2010);<p>Pays et territoires des visiteurs du  site web de la Ville de Bruxelles (2010) déterminés par la zone géographique associée à leur adresse IP. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);fr;;2014-10-23T12:48:06+02:00;2018-01-07T23:53:55+01:00;2023-01-31T19:12:23.338000+01:00;Ville de Bruxelles/Cellule Web;;;207;3417;0;7049;139;0;0;3.3;domain;True;manual
bezochte-webpaginas-van-de-stad-in-2013;False;Bezochte webpagina's van de Stad (per URL) in 2013;"<p>Bezoekersstatistieken van de pagina's van de website van de Stad Brussel met het adres van de pagina (volgend op <a href=""http://www.brussel.be"" target=""_blank"">www.brussel.be</a>), het aantal bekeken pagina's, het aantal unieke bezoeken, de gemiddelde tijd besteed aan de pagina. Bron: Google Analytics.</p>";Internet, TIC;;Licence Ouverte (Etalab);nl;;2014-10-29T16:10:41+01:00;2018-01-07T23:44:25+01:00;2023-01-31T19:12:23.963000+01:00;Stad Brussel/Cel Web;;;25000;2068314;0;9931;170;0;0;3.9;domain;True;manual
covers-of-the-brusseleir;False;Covers of the Brusseleir;<p>Covers of the magazine of the City of Brussels, the ‘Brusseleir’.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"magazine;revue";Licence Ouverte (Etalab);en;;2015-12-11T13:14:42+01:00;2018-01-07T23:48:51+01:00;2023-01-31T19:12:25.234000+01:00;Le Brusseleir;http://www.brussels.be/4887;;112;15464;0;9336;158;0;448;3.8;domain;True;manual
pages-du-site-web-de-la-ville-par-titre-visitees-en-20130;False;Pages du site web de la Ville (par titre) visitées en 2013;<p>Statistiques de fréquentation des pages du site web de la Ville de Bruxelles (en 2013) avec le titre de la page, le nombre de pages vues, le nombre de consultations uniques, le temps moyen passé sur la page. Source: Google Analytics.</p><p>Attention: certaines pages du site web de la Ville ont pu être rendues invisibles.</p>;Internet, TIC;"site web;site Internet";Licence Ouverte (Etalab);fr;;2014-10-29T16:10:41+01:00;2018-01-08T00:10:55+01:00;2023-01-31T19:12:26.900000+01:00;Ville de Bruxelles/Cellule Web;;;20670;1675052;0;9154;137;0;0;3.7;domain;True;manual
consultaties-voor-kinderen-bij-kg;False;Consultaties voor kinderen bij K&G;"<div>Locatie van de consultaties voor kinderen (0 tot 3 jaar) bij K&amp;G (Kind &amp; Gezin) op het grondgebied van de Stad Brussel.<br/></div>";Santé;"kind;consultatie;gezondheid;K&G;Kind & Gezin";Licence Ouverte (Etalab);nl;;2014-09-18T11:49:30+02:00;2018-01-07T23:50:10+01:00;2023-01-31T19:12:27.101000+01:00;Kind & Gezin;http://www.brussel.be/5735;;6;1270;0;10575;197;0;0;4.1;domain;True;manual
pentagon-quarter;False;Pentagon quarter;<p>Pentagon quarter (city centre) of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"district;quarter;Pentagon";Licence Ouverte (Etalab);en;;2015-01-22T14:57:25+01:00;2018-01-08T00:07:52+01:00;2023-01-31T19:12:26.402000+01:00;City of Brussels/Web Dvlp;;;1;963;0;3013394;201;0;0;56.7;domain;True;manual
prenoms-feminins-20130;False;Prénoms féminins (2013);<p>Prénoms des femmes en Région de Bruxelles-Capitale en 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"femme;prénom";CC BY-SA;fr;;2015-03-05T14:42:22+01:00;2018-01-08T00:01:26+01:00;2023-01-31T19:12:27.586000+01:00;Direction générale Statistique et Information économique - Statistiques démographiques.;http://statbel.fgov.be/fr/modules/publications/statistiques/population/prenoms_de_la_population_totale.jsp;;7155;209842;0;13605;159;0;0;4.4;domain;True;manual
comptages-au-carrefour-van-der-weyden-stalingrad;False;Comptages au carrefour van der Weyden - Stalingrad;<p>Comptages manuels des mouvements (de véhicules légers, de poids lourds, de bus ou autocars, de motos, de vélos ou en équivalents véhicules personnels) au carrefour de la rue Roger van der Weyden et de l'avenue de Stalingrad.</p>;Mobilité, Transports;"mobilité;comptage;véhicule";Licence Ouverte (Etalab);fr;;2015-04-14T11:16:02+02:00;2018-01-08T00:11:00+01:00;2023-01-31T19:12:28.986000+01:00;Bureau d'études AME;;;144;10401;0;10188;178;55;0;4.0;domain;True;manual
prets-dans-les-bibliotheques-francophones-en-2014;False;Prêts dans les bibliothèques francophones en 2014;<p>Statistiques des prêts dans les bibliothèques francophones de la Ville de Bruxelles en 2014.</p>;Culture, Patrimoine, Folklore;"prêt;bibliothèque;livre; lecture publique";Licence Ouverte (Etalab);fr;;2014-04-06T08:23:56+02:00;2018-01-07T23:59:17+01:00;2023-01-31T19:12:28.132000+01:00;Ville de Bruxelles/Instruction publique;http://www.bruxelles.be/4649;;24;1781;0;8414;159;0;0;3.6;domain;True;manual
outdoor-multisportvelden;False;Outdoor multisportvelden;<p>Outdoor multisportvelden van de Stad Brussel (met adres en de beschrijving van de uitrusting).</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"sport;terrein";Licence Ouverte (Etalab);nl;;2015-04-14T14:36:18+02:00;2018-01-08T00:03:51+01:00;2023-01-31T19:12:29.444000+01:00;Stad Brussel/Groene Ruimten;http://www.brussel.be/5266;;18;4084;0;11341;242;0;0;4.3;domain;True;manual
ecoles-secondaires-francophones-communales;False;Ecoles secondaires francophones communales;<p>Ecoles secondaires francophones du réseau scolaire de la Ville de Bruxelles.</p>;Education, Formation, Recherche, Enseignement;"école;enseignement;secondaire";Licence Ouverte (Etalab);fr;;2015-10-27T08:56:10+01:00;2018-01-07T23:51:46+01:00;2023-01-31T19:12:31.936000+01:00;Ville de Bruxelles/Instruction publique;www.bruxelles.be/5328;;22;5108;0;380511;320;0;0;20.8;domain;True;manual
gemeentelijke-secundaire-scholen;False;Gemeentelijke secundaire scholen;<p>Secundair onderwijs van de Stad Brussel.</p>;Education, Formation, Recherche, Enseignement;"school;secundair;onderwijs;middelbaar";Licence Ouverte (Etalab);nl;;2015-10-28T11:03:57+01:00;2018-01-08T00:04:34+01:00;2023-01-31T19:12:32.342000+01:00;Stad Brussel/Op;www.brussel.be/4922;;4;731;0;38932;253;0;0;7.2;domain;True;manual
terrains-de-petanque;False;Terrains de pétanque;<p>Terrains de pétanque de la Ville de Bruxelles.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;;Licence Ouverte (Etalab);fr;;2015-04-15T10:40:46+02:00;2018-01-07T23:54:47+01:00;2023-01-31T19:12:29.525000+01:00;Ville de Bruxelles/Espaces verts;;;11;1479;0;18919;225;0;0;5.2;domain;True;manual
public-computer-rooms;False;​Public computer rooms;<p>Public computer rooms (PCR) of the City of Brussels.</p>;Internet, TIC;"ICT;computer";Licence Ouverte (Etalab);en;;2016-03-09T14:11:57+01:00;2018-01-07T23:59:09+01:00;2023-01-31T19:12:32.139000+01:00;City of Brussels/Web Unit;www.brussels.be/7088;;8;1190;0;17003;174;0;0;4.9;domain;True;manual
municipal-news0;False;Municipal news;<p>News published on the website of the City of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;news;Licence Ouverte (Etalab);en;;2015-05-19T12:10:34+02:00;2018-01-07T23:58:57+01:00;2023-01-31T19:12:31.735000+01:00;City of Brussels/Web Unit;http://www.brussels.be/4694;;0;0;0;8969;151;0;0;3.7;domain;True;manual
ecoles-superieures-francophones-communales;False;Ecoles supérieures francophones communales;<p>Ecoles supérieures francophones du réseau scolaire de la Ville de Bruxelles.</p>;Education, Formation, Recherche, Enseignement;"école;supérieure;enseignement";Licence Ouverte (Etalab);fr;;2015-10-27T09:22:26+01:00;2018-01-08T00:10:20+01:00;2023-01-31T19:12:31.981000+01:00;Ville de Bruxelles/Instruction publique;www.bruxelles.be/5537;;2;511;0;12951;230;0;0;4.5;domain;True;manual
mannelijke-voornamen-2011;False;Mannelijke voornamen 2011;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2011.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"jongen;voornaam";Licence Ouverte (Etalab);nl;;2015-10-28T13:24:40+01:00;2018-01-08T00:03:32+01:00;2023-01-31T19:12:34.381000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1826;23036;0;8886;150;0;0;3.7;domain;True;manual
apotheken0;False;Apotheken;<p>Apotheken op het grondgebied van de Stad Brussel.</p>;Santé;"santé;pharmacie;gezondheid;aptheek";Licence Ouverte (Etalab);nl;;2015-10-13T16:52:30+02:00;2018-01-08T00:17:21+01:00;2023-01-31T19:12:31.581000+01:00;Stad Brussel/Cel Web;;;29;3898;0;1162821;222;0;0;35.5;domain;True;manual
mannelijke-voornamen-2009;False;Mannelijke voornamen 2009;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2009.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"jongen;voornaam";Licence Ouverte (Etalab);nl;;2015-10-28T13:24:40+01:00;2018-01-08T00:11:49+01:00;2023-01-31T19:12:35.252000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1728;21996;0;8390;159;0;0;3.6;domain;True;manual
mannelijke-voornamen-2015;False;​Mannelijke voornamen 2015;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2015 (tot 27 oktober).</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;jongen";Licence Ouverte (Etalab);nl;;2015-10-28T12:42:37+01:00;2018-01-07T23:45:43+01:00;2023-01-31T19:12:32.734000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1587;19912;0;10042;174;0;0;3.9;domain;True;manual
female-first-names-2014;False;Female first names 2014;<p>Female first names registered at the City of Brussels in 2014.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-10-28T13:05:26+01:00;2018-01-08T00:05:10+01:00;2023-01-31T19:12:33.163000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1947;24679;0;8461;162;0;0;3.6;domain;True;manual
prenoms-masculins-2014;False;Prénoms masculins 2014;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2014.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-10-28T13:19:40+01:00;2018-01-08T00:00:45+01:00;2023-01-31T19:12:33.183000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1866;23479;0;8805;153;0;0;3.7;domain;True;manual
female-first-names-20130;False;Female first names 2013;<p>Female first names registered at the City of Brussels in 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-10-28T13:05:26+01:00;2018-01-08T00:09:43+01:00;2023-01-31T19:12:33.607000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1947;24679;0;10632;167;0;0;4.0;domain;True;manual
prenoms-feminins-2004;False;Prénoms féminins 2004;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2004.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-11-03T09:44:29+01:00;2018-01-07T23:48:56+01:00;2023-01-31T19:12:37.562000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1409;18217;0;8273;141;0;0;3.6;domain;True;manual
prenoms-masculins-2003;False;Prénoms masculins 2003;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2003.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-11-03T10:42:28+01:00;2018-01-07T23:50:41+01:00;2023-01-31T19:12:37.769000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1357;17205;0;8268;129;0;0;3.5;domain;True;manual
male-first-names-2009;False;Male first names 2009;<p>Male first names registered at the City of Brussels in 2009.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"male;first name;birth";Licence Ouverte (Etalab);en;;2015-10-28T12:46:58+01:00;2018-01-07T23:59:55+01:00;2023-01-31T19:12:35.272000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1728;21996;0;7819;158;0;0;3.5;domain;True;manual
vrouwelijke-voornamen-2007;False;Vrouwelijke voornamen 2007;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2007.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-11-03T09:19:26+01:00;2018-01-07T23:52:19+01:00;2023-01-31T19:12:36.341000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1499;19277;0;9796;141;0;0;3.8;domain;True;manual
prenoms-masculins-2002;False;Prénoms masculins 2002;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2002.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-11-03T10:42:28+01:00;2018-01-07T23:50:36+01:00;2023-01-31T19:12:38.207000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1268;16145;0;9296;133;0;0;3.7;domain;True;manual
reseaux-sociaux;False;Réseaux sociaux;<p>Cadastre (non officiel) des comptes et pages de la Ville de Bruxelles (Ville, départements, services, bibliothèques, écoles, autres institutions, ASBL, actions, évènements) sur les réseaux sociaux (Facebook, Twitter, Google+, LinkedIn, Pinterest, Flickr, YouTube).</p>;Internet, TIC;"réseaux sociaux;réseau social;Facebook;Twitter;Google+;LinkedIn;Pinterest;Flickr;YouTube";Licence Ouverte (Etalab);fr;;2016-01-15T12:15:53+01:00;2018-01-07T23:53:49+01:00;2023-01-31T19:12:39.743000+01:00;Ville de Bruxelles/Cellule Web;www.bruxelles.be/6762;;45;5656;0;10751;188;0;0;4.1;domain;True;manual
prenoms-feminins-2003;False;Prénoms féminins 2003;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2003.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-11-03T09:44:29+01:00;2018-01-07T23:48:21+01:00;2023-01-31T19:12:37.996000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1368;17501;0;7539;132;0;0;3.4;domain;True;manual
street-art;False;Street Art;<p>Street Art ondersteund door de Stad Brussel.</p>;Culture, Patrimoine, Folklore;"art;street art;kunst;Street Art";Licence Ouverte (Etalab);nl;;2017-03-29T17:43:19+02:00;2018-01-07T23:56:58+01:00;2023-01-31T19:12:39.471000+01:00;;;;23;8559;0;40723;244;0;2265;7.3;domain;True;manual
pages-du-site-web-par-url-de-la-ville-visitees-en-2015;False;Pages du site web (par URL) de la Ville visitées en 2015;"<p>Statistiques de fréquentation des pages du site web de la Ville de Bruxelles (en 2015) avec l'adresse de la page (suivant <a href=""http://www.bruxelles.be"" target=""_blank"">www.bruxelles.be</a>, le nombre de pages vues, le nombre de consultations uniques). Source: Google Analytics.</p><p>Chaque page du site web de la Ville de Bruxelles est identifiée par 4 chiffres figurant dans son adresse. Une recherche sur ces 4 chiffres permet d'obtenir les statistiques relatives à la page considérée.</p>";Internet, TIC;"site web;site Internet";Licence Ouverte (Etalab);fr;;2016-02-05T17:24:57+01:00;2018-01-08T00:10:15+01:00;2023-01-31T19:12:40.668000+01:00;Ville de Bruxelles/Cellule Web;;;15000;950844;0;9463;149;0;0;3.8;domain;True;manual
vrouwelijke-voornamen-2001;False;Vrouwelijke voornamen 2001;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2001.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-11-03T09:19:26+01:00;2018-01-07T23:52:42+01:00;2023-01-31T19:12:38.793000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1342;17318;0;9427;148;0;0;3.8;domain;True;manual
visited-web-pages-of-the-city-by-url-in-20140;False;Visited web pages of the City (by URL) in 2014;"<p>Visitor statistics of the pages of the website of the City of Brussels with the address of the page (after <a href=""http://www.brussels.be/"" target=""_blank"">www.brussels.be</a>), the number of pages viewed, the number of unique visits. Source: Google Analytics.</p>";Internet, TIC;;Licence Ouverte (Etalab);en;;2014-10-29T16:10:41+01:00;2018-01-08T00:07:27+01:00;2023-01-31T19:12:41.110000+01:00;City of Brussels/Web Unit;;;24997;1964090;0;8593;144;0;0;3.6;domain;True;manual
european-female-population-in-brussels;False;European female population in Brussels;<p>Evolution of the population from the different countries of Europe (women) for the 2009-2014 period.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"woman;population;Europe";Licence Ouverte (Etalab);en;;2016-03-16T10:52:16+01:00;2018-01-08T00:09:53+01:00;2023-01-31T19:12:41.772000+01:00;City of Brussels/Demography;http://www.brussels.be/6104;;28;1722;0;9637;185;0;0;3.9;domain;True;manual
mannelijke-voornamen-2000;False;Mannelijke voornamen 2000;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2000.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"jongen;voornaam";Licence Ouverte (Etalab);nl;;2015-11-03T09:05:41+01:00;2018-01-08T00:12:37+01:00;2023-01-31T19:12:39.058000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1184;15048;0;10689;432;0;0;4.4;domain;True;manual
